time	V(out)
Step Information: Cx=10f  (Run: 1/11)
1.662888337798584e-004	2.637279e+000
1.698440936020194e-004	2.637280e+000
1.720697326867014e-004	2.637282e+000
1.738213412425356e-004	2.637285e+000
1.760612376230508e-004	2.637297e+000
1.760778630782234e-004	2.637302e+000
1.761111139885687e-004	2.637319e+000
1.761222398653379e-004	2.637321e+000
1.761453469765336e-004	2.637321e+000
1.761957256415628e-004	2.637312e+000
1.764039280022249e-004	2.637281e+000
1.765586488204927e-004	2.637271e+000
1.766406709871710e-004	2.637264e+000
1.767288752205235e-004	2.637259e+000
1.767587923480023e-004	2.637261e+000
1.767849468389831e-004	2.637270e+000
1.768026082320344e-004	2.637282e+000
1.768201674345381e-004	2.637303e+000
1.768360388078481e-004	2.637331e+000
1.768490249734261e-004	2.637364e+000
1.768584377954824e-004	2.637396e+000
1.768701447541421e-004	2.637446e+000
1.768816432693414e-004	2.637512e+000
1.768994542955304e-004	2.637648e+000
1.769182088189548e-004	2.637845e+000
1.769431229005575e-004	2.638205e+000
1.769711187298253e-004	2.638730e+000
1.770034547398497e-004	2.639449e+000
1.770483942797253e-004	2.640471e+000
1.770961369256003e-004	2.641387e+000
1.771407879921263e-004	2.641952e+000
1.771908203716766e-004	2.642202e+000
1.772512680302032e-004	2.642070e+000
1.773220226205608e-004	2.641501e+000
1.773980935637979e-004	2.640582e+000
1.774845905209314e-004	2.639340e+000
1.775646817157510e-004	2.638114e+000
1.776526355641927e-004	2.636742e+000
1.777400854329259e-004	2.635403e+000
1.778696327287112e-004	2.633603e+000
1.779770305107234e-004	2.632468e+000
1.780412270311524e-004	2.632151e+000
1.780903550197835e-004	2.632245e+000
1.781327911150560e-004	2.632618e+000
1.781726518697167e-004	2.633224e+000
1.782121112149413e-004	2.634015e+000
1.782457008224173e-004	2.634766e+000
1.782763826750472e-004	2.635437e+000
1.783116341670972e-004	2.636103e+000
1.783511216844572e-004	2.636670e+000
1.783925249734823e-004	2.637056e+000
1.784346893652631e-004	2.637279e+000
1.784546306228683e-004	2.637331e+000
1.784838482281607e-004	2.637354e+000
1.785139973573300e-004	2.637347e+000
1.785489987825839e-004	2.637320e+000
1.786077021721997e-004	2.637272e+000
1.787051394868030e-004	2.637235e+000
1.788244304640822e-004	2.637235e+000
1.790187660183127e-004	2.637250e+000
1.796060369348592e-004	2.637258e+000
1.799779137565538e-004	2.637260e+000
1.807216673999429e-004	2.637263e+000
1.814449034955074e-004	2.637265e+000
1.824008376880396e-004	2.637269e+000
1.835826042916271e-004	2.637272e+000
1.853199178082314e-004	2.637275e+000
1.870402953311972e-004	2.637277e+000
1.875864478253260e-004	2.637278e+000
1.891232945956207e-004	2.637278e+000
1.900445399608363e-004	2.637278e+000
1.911475755588891e-004	2.637278e+000
1.923179959458543e-004	2.637277e+000
1.936371371988032e-004	2.637276e+000
1.950109885560958e-004	2.637275e+000
1.964957425951877e-004	2.637275e+000
1.980168857812093e-004	2.637273e+000
1.996288045714684e-004	2.637272e+000
1.999789347278875e-004	2.637513e+000
2.000878975222266e-004	2.637754e+000
2.001301456737690e-004	2.637702e+000
2.001480578861341e-004	2.637595e+000
2.001543982920497e-004	2.637571e+000
2.001575250161150e-004	2.637563e+000
2.001600696071082e-004	2.637551e+000
2.001629245218078e-004	2.637538e+000
2.001666002695656e-004	2.637523e+000
2.001739517650811e-004	2.637493e+000
2.001886547561122e-004	2.637437e+000
2.002021021037867e-004	2.637393e+000
2.002497836335907e-004	2.637295e+000
2.002775152257095e-004	2.637270e+000
2.003207399952696e-004	2.637252e+000
2.003863823508879e-004	2.637254e+000
2.004613953198530e-004	2.637268e+000
2.007682054480002e-004	2.637278e+000
2.016513015789241e-004	2.637276e+000
2.026062128560574e-004	2.637274e+000
2.033759207612783e-004	2.637273e+000
2.045442373421928e-004	2.637271e+000
2.062642533452899e-004	2.637269e+000
2.093628263666833e-004	2.637267e+000
2.131174392994592e-004	2.637265e+000
2.171174392994592e-004	2.637265e+000
2.211174392994592e-004	2.637265e+000
2.226380481666172e-004	2.637265e+000
2.245254130942565e-004	2.637266e+000
2.263235606523546e-004	2.637267e+000
2.286542201068538e-004	2.637269e+000
2.324301143299377e-004	2.637271e+000
2.364301143299377e-004	2.637275e+000
2.404301143299377e-004	2.637278e+000
2.444301143299377e-004	2.637282e+000
2.484301143299377e-004	2.637286e+000
2.524301143299377e-004	2.637289e+000
2.535852414794148e-004	2.637290e+000
2.540709123003143e-004	2.637290e+000
2.542430835445401e-004	2.637290e+000
2.545874260329916e-004	2.637304e+000
2.546835412784735e-004	2.637329e+000
2.547187356006326e-004	2.637350e+000
2.547665802867611e-004	2.637382e+000
2.548153785432762e-004	2.637402e+000
2.548772531844809e-004	2.637407e+000
2.549212663908458e-004	2.637404e+000
2.549625376895604e-004	2.637399e+000
2.550248516057778e-004	2.637389e+000
2.550886401682345e-004	2.637379e+000
2.551512387327063e-004	2.637369e+000
2.552251961213426e-004	2.637359e+000
2.553731108986154e-004	2.637343e+000
2.555504478280333e-004	2.637327e+000
2.557948075167830e-004	2.637314e+000
2.559856007155462e-004	2.637308e+000
2.561516956933649e-004	2.637305e+000
2.565959575692457e-004	2.637301e+000
2.578652436149469e-004	2.637299e+000
2.589319004972259e-004	2.637299e+000
2.599549685896906e-004	2.637299e+000
2.620011047746201e-004	2.637299e+000
2.644951246747337e-004	2.637299e+000
2.677606725140704e-004	2.637300e+000
2.713414835427196e-004	2.637302e+000
2.729168850213570e-004	2.637304e+000
2.741975329114905e-004	2.637308e+000
2.747464019139342e-004	2.637310e+000
2.750813272778200e-004	2.637311e+000
2.759279532152842e-004	2.637313e+000
2.761963882562052e-004	2.637310e+000
2.764139978169980e-004	2.637302e+000
2.765921303178016e-004	2.637290e+000
2.766652149600347e-004	2.637283e+000
2.766954554144216e-004	2.637282e+000
2.767349407716824e-004	2.637286e+000
2.767594584806786e-004	2.637294e+000
2.767786023429204e-004	2.637307e+000
2.767949909189232e-004	2.637326e+000
2.768094349065943e-004	2.637351e+000
2.768217670907871e-004	2.637380e+000
2.768312401973603e-004	2.637410e+000
2.768422726635328e-004	2.637455e+000
2.768528690912657e-004	2.637511e+000
2.768697531397207e-004	2.637631e+000
2.768874509218848e-004	2.637804e+000
2.769110207184989e-004	2.638124e+000
2.769368205117701e-004	2.638587e+000
2.769661234811625e-004	2.639238e+000
2.770068141975172e-004	2.640220e+000
2.770483686785364e-004	2.641141e+000
2.770951105427580e-004	2.641925e+000
2.771405669569332e-004	2.642353e+000
2.771956363398164e-004	2.642423e+000
2.772789204989709e-004	2.641940e+000
2.773627422734733e-004	2.641026e+000
2.774424418413464e-004	2.639918e+000
2.775268723848539e-004	2.638648e+000
2.776108777806232e-004	2.637361e+000
2.777049024151965e-004	2.635919e+000
2.778266258280917e-004	2.634121e+000
2.779293294968805e-004	2.632817e+000
2.780094514110078e-004	2.632129e+000
2.780673088929436e-004	2.631968e+000
2.781142968965334e-004	2.632152e+000
2.781557520977907e-004	2.632605e+000
2.781970890789304e-004	2.633320e+000
2.782380560313096e-004	2.634211e+000
2.782676340327373e-004	2.634903e+000
2.782980853127254e-004	2.635577e+000
2.783350859421064e-004	2.636264e+000
2.783743334650565e-004	2.636798e+000
2.784161056258931e-004	2.637150e+000
2.784584388059163e-004	2.637343e+000
2.784744147467930e-004	2.637377e+000
2.785008039831865e-004	2.637390e+000
2.785296267965457e-004	2.637380e+000
2.785706662257379e-004	2.637345e+000
2.786308801968023e-004	2.637295e+000
2.787393220858736e-004	2.637259e+000
2.788434278659010e-004	2.637262e+000
2.791728480509952e-004	2.637279e+000
2.796980918490502e-004	2.637284e+000
2.801518157147341e-004	2.637286e+000
2.808765739158326e-004	2.637289e+000
2.817001401788419e-004	2.637292e+000
2.828598533707686e-004	2.637296e+000
2.845376345388999e-004	2.637300e+000
2.861875678612016e-004	2.637303e+000
2.879976960963493e-004	2.637305e+000
2.903938752697875e-004	2.637305e+000
2.927196712762864e-004	2.637304e+000
2.967196712762864e-004	2.637302e+000
2.989683025347902e-004	2.637300e+000
2.997117076140867e-004	2.637302e+000
3.000089617294158e-004	2.637572e+000
3.000745230213147e-004	2.637855e+000
3.001017286935879e-004	2.637890e+000
3.001145512090371e-004	2.637808e+000
3.001184981294534e-004	2.637789e+000
3.001208586149265e-004	2.637784e+000
3.001230588126742e-004	2.637775e+000
3.001254387980048e-004	2.637764e+000
3.001301716880425e-004	2.637743e+000
3.001396374681182e-004	2.637698e+000
3.001674064124453e-004	2.637568e+000
3.001828713141530e-004	2.637504e+000
3.002420054316287e-004	2.637347e+000
3.002674461163460e-004	2.637315e+000
3.003110780117712e-004	2.637284e+000
3.003696193807083e-004	2.637279e+000
3.004403341929670e-004	2.637291e+000
3.007864488538743e-004	2.637306e+000
3.017438349995338e-004	2.637304e+000
3.022868272536206e-004	2.637303e+000
3.033525595759403e-004	2.637301e+000
3.053845673535522e-004	2.637298e+000
3.086888000560783e-004	2.637295e+000
3.126888000560783e-004	2.637293e+000
3.166888000560783e-004	2.637292e+000
3.206888000560783e-004	2.637293e+000
3.224006430301045e-004	2.637293e+000
3.242314652681728e-004	2.637294e+000
3.262141622404734e-004	2.637295e+000
3.284763031132459e-004	2.637296e+000
3.321432025015053e-004	2.637299e+000
3.361432025015053e-004	2.637302e+000
3.401432025015053e-004	2.637306e+000
3.441432025015052e-004	2.637310e+000
3.481432025015053e-004	2.637313e+000
3.521432025015053e-004	2.637316e+000
3.538039817429100e-004	2.637318e+000
3.540623524294235e-004	2.637318e+000
3.545790938024505e-004	2.637331e+000
3.546783756013427e-004	2.637354e+000
3.547244730409162e-004	2.637379e+000
3.547769215544179e-004	2.637413e+000
3.548280692279860e-004	2.637432e+000
3.548877438557258e-004	2.637435e+000
3.549302727706396e-004	2.637432e+000
3.549696584844994e-004	2.637426e+000
3.550370385578123e-004	2.637415e+000
3.551026142117224e-004	2.637405e+000
3.551665349247254e-004	2.637395e+000
3.552413451676296e-004	2.637385e+000
3.553909656534382e-004	2.637369e+000
3.555671548238816e-004	2.637354e+000
3.557882527539661e-004	2.637342e+000
3.559631261004773e-004	2.637336e+000
3.561269064832202e-004	2.637333e+000
3.565862015475463e-004	2.637329e+000
3.578502937642469e-004	2.637327e+000
3.587997257532669e-004	2.637326e+000
3.599792547210640e-004	2.637326e+000
3.623383126566580e-004	2.637326e+000
3.656598687404522e-004	2.637327e+000
3.689240165254096e-004	2.637328e+000
3.718066908809639e-004	2.637331e+000
3.734949687203175e-004	2.637333e+000
3.751158348443456e-004	2.637341e+000
3.756856204178151e-004	2.637342e+000
3.758836863358289e-004	2.637339e+000
3.759805166842739e-004	2.637340e+000
3.760340975791746e-004	2.637342e+000
3.761849281671242e-004	2.637340e+000
3.764150270473943e-004	2.637330e+000
3.765355191081758e-004	2.637322e+000
3.766589180378918e-004	2.637311e+000
3.767009938150457e-004	2.637309e+000
3.767340860974012e-004	2.637312e+000
3.767562017912529e-004	2.637318e+000
3.767776988055500e-004	2.637331e+000
3.767961059352710e-004	2.637352e+000
3.768115184718275e-004	2.637377e+000
3.768241208751160e-004	2.637407e+000
3.768337008743553e-004	2.637437e+000
3.768446229383432e-004	2.637481e+000
3.768549544837745e-004	2.637535e+000
3.768716806354932e-004	2.637651e+000
3.768891563372632e-004	2.637819e+000
3.769125882734724e-004	2.638131e+000
3.769381241648489e-004	2.638582e+000
3.769676728060690e-004	2.639230e+000
3.770074307257691e-004	2.640185e+000
3.770483012218915e-004	2.641093e+000
3.770954108753900e-004	2.641896e+000
3.771402168480103e-004	2.642334e+000
3.771949754425046e-004	2.642427e+000
3.772742031515536e-004	2.642002e+000
3.773555054059239e-004	2.641144e+000
3.774346259854801e-004	2.640060e+000
3.775193674725234e-004	2.638790e+000
3.776029845056731e-004	2.637507e+000
3.776958686777135e-004	2.636076e+000
3.777962525605516e-004	2.634578e+000
3.779145137991259e-004	2.633031e+000
3.780049088477929e-004	2.632206e+000
3.780641399677266e-004	2.632021e+000
3.781114950411313e-004	2.632200e+000
3.781529886713192e-004	2.632649e+000
3.781943585353297e-004	2.633361e+000
3.782352265105525e-004	2.634245e+000
3.782649507662879e-004	2.634937e+000
3.782954658614643e-004	2.635609e+000
3.783325124890627e-004	2.636294e+000
3.783718196614582e-004	2.636826e+000
3.784136126435388e-004	2.637177e+000
3.784559998682035e-004	2.637369e+000
3.784720255700100e-004	2.637403e+000
3.784985025293045e-004	2.637416e+000
3.785281274595417e-004	2.637405e+000
3.785659700035654e-004	2.637373e+000
3.786235752221886e-004	2.637324e+000
3.787251801309569e-004	2.637287e+000
3.788443466934424e-004	2.637289e+000
3.791729231464552e-004	2.637306e+000
3.796965318432230e-004	2.637311e+000
3.801399148234220e-004	2.637313e+000
3.808484364956572e-004	2.637316e+000
3.816523753121322e-004	2.637319e+000
3.828016231643024e-004	2.637323e+000
3.843902889704185e-004	2.637327e+000
3.859459277987452e-004	2.637330e+000
3.876180811867320e-004	2.637331e+000
3.895776381555155e-004	2.637332e+000
3.915085084388281e-004	2.637332e+000
3.941581401100233e-004	2.637330e+000
3.969171322329914e-004	2.637328e+000
3.982128725439881e-004	2.637327e+000
3.988588584512497e-004	2.637327e+000
3.992376735421334e-004	2.637327e+000
3.999953037239010e-004	2.637625e+000
4.001039956719660e-004	2.637797e+000
4.001575228899031e-004	2.637686e+000
4.001752006818559e-004	2.637570e+000
4.001819985447486e-004	2.637548e+000
4.001848774902152e-004	2.637542e+000
4.001871882735293e-004	2.637531e+000
4.001898148701992e-004	2.637520e+000
4.001929481769502e-004	2.637508e+000
4.001992147904520e-004	2.637484e+000
4.002117480174557e-004	2.637441e+000
4.002244708904781e-004	2.637403e+000
4.002485515280529e-004	2.637352e+000
4.002762019400511e-004	2.637321e+000
4.002979891569806e-004	2.637309e+000
4.003429149050722e-004	2.637299e+000
4.004040969043619e-004	2.637308e+000
4.005195368902950e-004	2.637329e+000
4.007940297530437e-004	2.637333e+000
4.015646869954502e-004	2.637331e+000
4.020145885197785e-004	2.637330e+000
4.028866883149079e-004	2.637328e+000
4.039996322140340e-004	2.637326e+000
4.062255200122862e-004	2.637324e+000
4.092922208909646e-004	2.637321e+000
4.132922208909645e-004	2.637320e+000
4.172922208909645e-004	2.637319e+000
4.204250143189312e-004	2.637319e+000
4.225432737199666e-004	2.637320e+000
4.244080935652857e-004	2.637321e+000
4.262799136196922e-004	2.637322e+000
4.285832405220987e-004	2.637323e+000
4.323156848389531e-004	2.637326e+000
4.363156848389531e-004	2.637329e+000
4.403156848389531e-004	2.637333e+000
4.443156848389531e-004	2.637336e+000
4.483156848389530e-004	2.637340e+000
4.523156848389531e-004	2.637343e+000
4.534675113295023e-004	2.637344e+000
4.541524073461844e-004	2.637345e+000
4.545413118090488e-004	2.637346e+000
4.546261001970281e-004	2.637353e+000
4.546636286940302e-004	2.637366e+000
4.546852080172176e-004	2.637381e+000
4.547089480342100e-004	2.637401e+000
4.547560439158480e-004	2.637436e+000
4.547963269123817e-004	2.637453e+000
4.548362916713705e-004	2.637461e+000
4.548759933045292e-004	2.637462e+000
4.549209342353270e-004	2.637459e+000
4.549707994681829e-004	2.637452e+000
4.550242221208729e-004	2.637443e+000
4.550847715674298e-004	2.637434e+000
4.551439739643620e-004	2.637425e+000
4.552482826653800e-004	2.637411e+000
4.554569000674159e-004	2.637390e+000
4.557317589478928e-004	2.637372e+000
4.560406841644220e-004	2.637361e+000
4.562232725325053e-004	2.637358e+000
4.566700327477801e-004	2.637355e+000
4.582164794623233e-004	2.637353e+000
4.590796236987043e-004	2.637353e+000
4.608059121714664e-004	2.637353e+000
4.633687491574803e-004	2.637353e+000
4.673687491574803e-004	2.637354e+000
4.713687491574803e-004	2.637357e+000
4.729507989322263e-004	2.637359e+000
4.741714544854783e-004	2.637363e+000
4.746715898606490e-004	2.637364e+000
4.749806902106660e-004	2.637364e+000
4.752324786791194e-004	2.637367e+000
4.758218216308067e-004	2.637368e+000
4.760680604724376e-004	2.637367e+000
4.762720129570648e-004	2.637363e+000
4.764386917356914e-004	2.637356e+000
4.766300014429883e-004	2.637342e+000
4.766781238936537e-004	2.637339e+000
4.767199475219619e-004	2.637339e+000
4.767417960551945e-004	2.637343e+000
4.767672523463500e-004	2.637354e+000
4.767873412348680e-004	2.637372e+000
4.768034425201395e-004	2.637395e+000
4.768166980745068e-004	2.637422e+000
4.768272629605284e-004	2.637451e+000
4.768370422701019e-004	2.637486e+000
4.768471454337106e-004	2.637533e+000
4.768612994024943e-004	2.637620e+000
4.768780947121751e-004	2.637760e+000
4.768988549886840e-004	2.638000e+000
4.769227002723369e-004	2.638379e+000
4.769525511112375e-004	2.638991e+000
4.769847146833203e-004	2.639760e+000
4.770262496507610e-004	2.640759e+000
4.770736004227054e-004	2.641722e+000
4.771171730430257e-004	2.642315e+000
4.771683491973948e-004	2.642601e+000
4.772300196211129e-004	2.642488e+000
4.772998132706012e-004	2.641940e+000
4.773772723085375e-004	2.641009e+000
4.774645890234191e-004	2.639767e+000
4.775477098173052e-004	2.638518e+000
4.776375705459383e-004	2.637150e+000
4.777295494586305e-004	2.635760e+000
4.778934200322759e-004	2.633429e+000
4.779905487305572e-004	2.632338e+000
4.780556226670220e-004	2.631956e+000
4.781083195186795e-004	2.631988e+000
4.781518824475717e-004	2.632314e+000
4.781921134635159e-004	2.632893e+000
4.782319270357219e-004	2.633695e+000
4.782848833459455e-004	2.634922e+000
4.783200317963572e-004	2.635712e+000
4.783538574175927e-004	2.636347e+000
4.783922875750253e-004	2.636872e+000
4.784313397977999e-004	2.637206e+000
4.784738589764803e-004	2.637403e+000
4.784908703184146e-004	2.637440e+000
4.785172633773001e-004	2.637454e+000
4.785496653277872e-004	2.637439e+000
4.785866328753170e-004	2.637406e+000
4.786396375753186e-004	2.637359e+000
4.787404507941803e-004	2.637319e+000
4.788675865714249e-004	2.637320e+000
4.792030068266884e-004	2.637337e+000
4.797471291822520e-004	2.637341e+000
4.802169971816022e-004	2.637344e+000
4.809257415805185e-004	2.637347e+000
4.817495950830505e-004	2.637350e+000
4.828922175131068e-004	2.637354e+000
4.842799316230640e-004	2.637358e+000
4.860904665796270e-004	2.637361e+000
4.880021873953846e-004	2.637363e+000
4.897411468964426e-004	2.637364e+000
4.915214104496455e-004	2.637363e+000
4.930476975704498e-004	2.637363e+000
4.945950296008206e-004	2.637362e+000
4.960601942574743e-004	2.637361e+000
4.974848559183284e-004	2.637360e+000
4.989896099547930e-004	2.637359e+000
4.993546336020217e-004	2.637358e+000
4.999330585346118e-004	2.637358e+000
5.000115508348965e-004	2.637388e+000
5.000269772818592e-004	2.637457e+000
5.000340744592193e-004	2.637547e+000
5.000378098137653e-004	2.637617e+000
5.000410292214098e-004	2.637673e+000
5.000450196060969e-004	2.637731e+000
5.000497315991681e-004	2.637785e+000
5.000556304443469e-004	2.637836e+000
5.000630750417514e-004	2.637882e+000
5.000706623308238e-004	2.637912e+000
5.000794534403544e-004	2.637929e+000
5.000889944140850e-004	2.637932e+000
5.001004895927738e-004	2.637917e+000
5.001135353962892e-004	2.637884e+000
5.001296836332044e-004	2.637826e+000
5.001479797710621e-004	2.637750e+000
5.001639588013651e-004	2.637681e+000
5.001803378012032e-004	2.637614e+000
5.001977344462913e-004	2.637552e+000
5.002619378533075e-004	2.637401e+000
5.003019418953689e-004	2.637358e+000
5.003405546693018e-004	2.637341e+000
5.003862574922808e-004	2.637339e+000
5.004389282919858e-004	2.637347e+000
5.008439895060230e-004	2.637364e+000
5.015624849723074e-004	2.637362e+000
5.020357303306416e-004	2.637362e+000
5.029822210473099e-004	2.637360e+000
5.048752024806466e-004	2.637357e+000
5.086611653473199e-004	2.637354e+000
5.126611653473199e-004	2.637352e+000
5.166611653473200e-004	2.637351e+000
5.206611653473200e-004	2.637351e+000
5.223740453563774e-004	2.637352e+000
5.241985183701887e-004	2.637352e+000
5.262018913094626e-004	2.637353e+000
5.284563443279963e-004	2.637355e+000
5.321109994966568e-004	2.637357e+000
5.361109994966568e-004	2.637361e+000
5.401109994966568e-004	2.637364e+000
5.441109994966568e-004	2.637368e+000
5.481109994966569e-004	2.637372e+000
5.521109994966569e-004	2.637375e+000
5.537772628246136e-004	2.637376e+000
5.540248793894231e-004	2.637377e+000
5.545201125190419e-004	2.637382e+000
5.546531988827618e-004	2.637398e+000
5.547003290873462e-004	2.637419e+000
5.547239707388952e-004	2.637438e+000
5.547676125436618e-004	2.637470e+000
5.548056317536182e-004	2.637486e+000
5.548660545377928e-004	2.637494e+000
5.549037728079394e-004	2.637493e+000
5.549432109233259e-004	2.637488e+000
5.550114354279830e-004	2.637478e+000
5.550746991194406e-004	2.637468e+000
5.551340312663903e-004	2.637458e+000
5.552001999878340e-004	2.637449e+000
5.553325374307213e-004	2.637434e+000
5.555322451174806e-004	2.637416e+000
5.558026397280119e-004	2.637400e+000
5.560275211637582e-004	2.637393e+000
5.561852882953861e-004	2.637391e+000
5.566343232573942e-004	2.637387e+000
5.579422493416341e-004	2.637385e+000
5.589361355449210e-004	2.637385e+000
5.602079215937825e-004	2.637385e+000
5.627514936915057e-004	2.637385e+000
5.666183685651358e-004	2.637386e+000
5.706183685651358e-004	2.637388e+000
5.725712124531648e-004	2.637390e+000
5.743546836010714e-004	2.637396e+000
5.750004294452414e-004	2.637397e+000
5.752417879289116e-004	2.637395e+000
5.754139209185037e-004	2.637401e+000
5.759239581169449e-004	2.637400e+000
5.762622983064829e-004	2.637395e+000
5.764663238669938e-004	2.637385e+000
5.766860139724544e-004	2.637372e+000
5.767428478161247e-004	2.637374e+000
5.767644027455991e-004	2.637381e+000
5.767843057819400e-004	2.637396e+000
5.768007111362009e-004	2.637417e+000
5.768152856968682e-004	2.637444e+000
5.768273916693933e-004	2.637475e+000
5.768364978642949e-004	2.637507e+000
5.768499194757799e-004	2.637567e+000
5.768620337029774e-004	2.637640e+000
5.768810573184423e-004	2.637798e+000
5.769000416288407e-004	2.638016e+000
5.769257658938437e-004	2.638422e+000
5.769541332071849e-004	2.639000e+000
5.769877587343471e-004	2.639799e+000
5.770298989139573e-004	2.640803e+000
5.770780243214012e-004	2.641761e+000
5.771215697625052e-004	2.642328e+000
5.771728112780387e-004	2.642589e+000
5.772347496906561e-004	2.642453e+000
5.773056909014998e-004	2.641877e+000
5.773831276437886e-004	2.640935e+000
5.774707488727219e-004	2.639682e+000
5.775528318947943e-004	2.638444e+000
5.776421872252278e-004	2.637077e+000
5.777354143390923e-004	2.635667e+000
5.778975814974259e-004	2.633393e+000
5.779977618815909e-004	2.632319e+000
5.780611821295223e-004	2.632007e+000
5.781121685707654e-004	2.632100e+000
5.781545250939857e-004	2.632470e+000
5.781931454435547e-004	2.633065e+000
5.782310953019571e-004	2.633851e+000
5.782681733382193e-004	2.634718e+000
5.783022687556503e-004	2.635501e+000
5.783373488807555e-004	2.636195e+000
5.783765260554765e-004	2.636781e+000
5.784176371634040e-004	2.637177e+000
5.784600223692795e-004	2.637407e+000
5.784788357689926e-004	2.637458e+000
5.785064080388195e-004	2.637480e+000
5.785317035082998e-004	2.637475e+000
5.785652436827759e-004	2.637449e+000
5.786125923988089e-004	2.637406e+000
5.787968430275695e-004	2.637346e+000
5.789055608796006e-004	2.637355e+000
5.794438780016907e-004	2.637370e+000
5.800056107793409e-004	2.637373e+000
5.807545878162080e-004	2.637376e+000
5.815199949188672e-004	2.637379e+000
5.826006782039258e-004	2.637383e+000
5.839347108598806e-004	2.637388e+000
5.856804386985875e-004	2.637391e+000
5.871724822536361e-004	2.637393e+000
5.880993896871192e-004	2.637393e+000
5.892375134147830e-004	2.637394e+000
5.898797580038312e-004	2.637394e+000
5.912729763949911e-004	2.637393e+000
5.928495632048838e-004	2.637393e+000
5.946701669049038e-004	2.637392e+000
5.957035135386601e-004	2.637391e+000
5.968532626957463e-004	2.637390e+000
5.981308295212462e-004	2.637389e+000
5.995927678570161e-004	2.637388e+000
5.999161925494664e-004	2.637388e+000
6.000057036135601e-004	2.637441e+000
6.000257344284461e-004	2.637550e+000
6.000351749279744e-004	2.637673e+000
6.000392471265139e-004	2.637738e+000
6.000437396420327e-004	2.637797e+000
6.000483180431486e-004	2.637843e+000
6.000527610809394e-004	2.637877e+000
6.000590755827407e-004	2.637913e+000
6.000664380032760e-004	2.637940e+000
6.000759846276859e-004	2.637957e+000
6.000853185326186e-004	2.637958e+000
6.000973364720456e-004	2.637941e+000
6.001100561929057e-004	2.637908e+000
6.001269532951773e-004	2.637846e+000
6.001455200469501e-004	2.637769e+000
6.001617234692186e-004	2.637699e+000
6.001802807807264e-004	2.637625e+000
6.001969985884210e-004	2.637568e+000
6.002639894026620e-004	2.637422e+000
6.003168521075835e-004	2.637377e+000
6.003602733752305e-004	2.637368e+000
6.004092650524656e-004	2.637373e+000
6.005664231896336e-004	2.637393e+000
6.011075383669022e-004	2.637393e+000
6.020577903815133e-004	2.637391e+000
6.030246228228864e-004	2.637390e+000
6.049582877056328e-004	2.637387e+000
6.088256174711256e-004	2.637384e+000
6.128256174711256e-004	2.637382e+000
6.168256174711255e-004	2.637381e+000
6.208256174711255e-004	2.637381e+000
6.224351830531777e-004	2.637382e+000
6.242742460102805e-004	2.637382e+000
6.262300926709686e-004	2.637383e+000
6.285022134324428e-004	2.637385e+000
6.321850030723905e-004	2.637388e+000
6.361850030723905e-004	2.637391e+000
6.401850030723905e-004	2.637394e+000
6.441850030723906e-004	2.637398e+000
6.481850030723906e-004	2.637402e+000
6.521850030723906e-004	2.637405e+000
6.533430605582733e-004	2.637406e+000
6.540797888464635e-004	2.637406e+000
6.545563654893950e-004	2.637420e+000
6.546854582941319e-004	2.637446e+000
6.547318181941808e-004	2.637470e+000
6.547880245402847e-004	2.637503e+000
6.548401640143263e-004	2.637520e+000
6.549006622867038e-004	2.637522e+000
6.549392686534340e-004	2.637519e+000
6.549798142885615e-004	2.637513e+000
6.550456373210227e-004	2.637502e+000
6.551079052057615e-004	2.637492e+000
6.551748282901282e-004	2.637483e+000
6.552469462688548e-004	2.637473e+000
6.553911822263080e-004	2.637457e+000
6.555480453354241e-004	2.637444e+000
6.557313037700085e-004	2.637433e+000
6.558981703863818e-004	2.637426e+000
6.560627826817001e-004	2.637423e+000
6.562706669910386e-004	2.637419e+000
6.568687289275915e-004	2.637416e+000
6.584619670413583e-004	2.637415e+000
6.598474000797539e-004	2.637415e+000
6.618604693932333e-004	2.637415e+000
6.658604693932333e-004	2.637415e+000
6.698604693932333e-004	2.637417e+000
6.720758460073284e-004	2.637419e+000
6.738289224711926e-004	2.637423e+000
6.748983999266883e-004	2.637427e+000
6.753927388717297e-004	2.637429e+000
6.760931520857421e-004	2.637429e+000
6.762960004616449e-004	2.637425e+000
6.763937715695784e-004	2.637420e+000
6.765609266426942e-004	2.637410e+000
6.767207768901528e-004	2.637407e+000
6.767707082495673e-004	2.637419e+000
6.767889730849342e-004	2.637433e+000
6.768032909350686e-004	2.637454e+000
6.768155685764321e-004	2.637479e+000
6.768266713412454e-004	2.637510e+000
6.768354986733678e-004	2.637542e+000
6.768476084763078e-004	2.637598e+000
6.768600304153821e-004	2.637674e+000
6.768784418354218e-004	2.637829e+000
6.768979596791675e-004	2.638056e+000
6.769233890885870e-004	2.638463e+000
6.769522115045706e-004	2.639055e+000
6.769858715352289e-004	2.639862e+000
6.770272761878356e-004	2.640861e+000
6.770705019203942e-004	2.641737e+000
6.771159039819822e-004	2.642355e+000
6.771644470443767e-004	2.642636e+000
6.772273635977063e-004	2.642533e+000
6.772980861445133e-004	2.641989e+000
6.773758747618882e-004	2.641059e+000
6.774642126706406e-004	2.639803e+000
6.775462635105623e-004	2.638569e+000
6.776351740486814e-004	2.637214e+000
6.777283810449403e-004	2.635802e+000
6.778869366347855e-004	2.633542e+000
6.779840982226810e-004	2.632440e+000
